image,num_lines,trend_1,trend_2,trend_3,trend_4,trend_5,trend_overall
1407.7644v2-Figure2-1.png,2,ylabel decreases at a constant rate,ylabel decreases at a constant rate,,,,The lines have the same slope. Line 1 is above line 2.
1407.7644v2-Figure2-1.png,2,ylabel decreases from _value_ to _value_ as xlabel increases to _value_ at a constant rate,ylabel decreases from _value_ to _value_ as xlabel increases to _value_ at a constant rate,,,,both line s follow the same decline path with line 1 just slightly above line 2
1410.7460v3-Figure6-1.png,2,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,,,,The lines are perfectly overlapping and look identical.
1204.1658v1-Figure4-1.png,1,ylabel increases sharply then plateaus to a value of _value_. The line is noisy.,,,,,Line 1 has a steep increase at xlabel _value_ and plateaus from xlabel _value_ to _value_
1204.1658v1-Figure4-1.png,1,ylabel value increases as xlabel value increases then becomes constant.,,,,,ylabel value increases as xlabel value increases then becomes constant.
1907.09600v2-Figure1-1.png,2,ylabel decreases at a decreasing rate and plateaus to a value of _value_.,ylabel is first flat then decreases at a decreasing rate until it asymptotically reaches _value_.,,,,"Line 1 plateaus to _value_ before line 2. However, its rate of decrease is not actually faster than the decreasing part of line 2."
1907.09600v2-Figure1-1.png,2,ylabel decreases at a decreasing rate and plateaus to _value_ as xlabel increases,ylabel is constant at first then decreases at a decreasing rate becoming nearly constant.,,,,Line 2 starts its decline after a vertical line which marks an xlabel value of _value_ but Line 1 starts its decline immediately.
1907.09600v2-Figure1-1.png,2,"ylabel decreases steeply at first, the rate of decrease reduces until the line becomes almost flat.",The initial ylabel value is constant at _value_ then at xlabel _value_ there is a sharp decline. The decline rate decreases until the line becomes nearly flat.,,,,Line 1 decreases instantly but Line 2 stays constant for a while before decreasing. The lines start at the same point but never cross.
1103.5738v1-Figure3-1.png,1,ylabel decreases at a decreasing rate and plateaus to a value of _value_.,,,,,ylabel decreases at a decreasing rate and plateaus to a value of _value_. The initial decrease is quite sharp.
1103.5738v1-Figure3-1.png,1,ylabel decreases very fast then at a decreasing rate until it reaches a constant value of _value_,,,,,ylabel decreases very fast then at a decreasing rate until it reaches a constant value of _value_
1103.5738v1-Figure3-1.png,1,ylabel decreases at a decreasing rate,,,,,ylabel decreases at a decreasing rate and plateaus to _value_.
1502.08053v1-Figure10-1.png,4,ylabel decreases at an increasing rate.,ylabel decreases at a constant rate,ylabel decreases at a roughly constant rate,ylabel decreases at a roughly constant rate,,Line 1 has the steepest decline rate then line 2 then line 4 then line 3. The lines start at the same point and diverge.
1504.05767v1-Figure5-1.png,1,"ylabel decreases at a decreasing rate, becomes flat and shows a very slight increase near the end.",,,,,"ylabel decreases at a decreasing rate, becomes flat and shows a very slight increase near the end."
1504.05767v1-Figure5-1.png,1,ylabel has a concave up shape. It decreases at a decreasing rate and slightly increases near the end.,,,,,ylabel has a concave up shape. It decreases at a decreasing rate and slightly increases near the end.
1601.07250v1-Figure5.7-1.png,1,The average trend is a decline in ylabel with increase in xlabel. There is a small bump at the start.,,,,,The average trend is a decline in ylabel with increase in xlabel. There is a small bump at the start.
1911.04553v3-Figure6-1.png,3,ylabel is constant with a value of _value_.,ylabel increases first at an increasing rate then at a decreasing rate until it plateaus to a value of _value_.,ylabel increases at an increasing rate then at a decreasing rate until it converges to a value of _value_. The line creates an undulation as it starts to converge.,,,"Line 1 is a straight line across the graph, it is crossed by Line 3 at three points as it undulates. Line 2 meets Line 1 and is almost constant."
1110.3774v1-Figure7-1.png,5,ylabel decreases at a constant rate,ylabel decreases at a decreasing rate,ylabel decreases at a decreasing rate,ylabel decreases at a decreasing rate,ylabel decreases at a decreasing rate,All lines start at the same point. Lines 2 to 5 drop a lot more rapidly than Line 1.
1407.0788v2-Figure1-1.png,2,ylabel starts at _value_ and sharply rises in an increasing rate then plateaus to a value of _value_.,ylabel starts at _value_ and makes two piecewise increase curves then becomes flat with a value of _value_.,,,,Line 2 reaches _value_ before line 1 but that's because it started above line 1. Line 1 had a much sharper increase.
1407.0788v2-Figure1-1.png,2,ylabel increases at an increasing rate from _value_ to _value_ then plateaus across xlabel values _value_ to _value_.,ylabel increases at an increasing rate in two segments then plateaus across xlabel values _value_ to _value_.,,,,Line 2 starts at a higher value than line 1 but both end up with the same value.
1910.00699v3-Figure4-1.png,2,ylabel first increases at an increasing rate then at a decreasing rate until it plateaus. The line is not smooth.,ylabel first increases at an increasing rate then at a decreasing rate until it plateaus. The line is not smooth.,,,,"The lines have similar shapes and start and end at the same points. However, line 1 increases to its max value sooner than line 2."
1911.04992v2-Figure1-1.png,3,ylabel increases first at an increasing rate then at a decreasing rate until it plateaus at a value of _value_.,ylabel increases first at an increasing rate then at a decreasing rate until it plateaus at a value of _value_.,ylabel increases first at an increasing rate then at a decreasing rate until it plateaus at a value of _value_.,,,The lines have similar shapes. They start at the same point but line 1 has the least increase in value and line 3 has the most rise in value.
1911.04992v2-Figure1-1.png,3,ylabel starts flat then increases then plateaus to a value of _value_.,ylabel starts flat then increases then plateaus to a value of _value_.,ylabel starts flat then increases then plateaus to a value of _value_.,,,The lines start increasing at the same rate but line 1 plateaus first then line 2 then line 3.
1401.4609v1-Figure10-1.png,4,ylabel increases at a constant rate at first then at an increasing rate then resumes increasing at a constant rate. ,ylabel increases mostly at a constant rate but for part of the xlabel range in the middle it appears to increase at an increasing rate.,ylabel increases mostly at a constant rate. There is a part in the middle where the rate of increase is slower.,ylabel increases mostly at a constant rate. There is a part in the middle where the rate of increase is slower.,,Line 1 has the most increase. It starts below all the lines and ends up above all of them.
1401.4609v1-Figure10-1.png,4,ylabel increases as xlabel increases. The rate of increase varies.,ylabel increases as xlabel increases. The rate of increase varies.,ylabel increases as xlabel increases. The rate of increase varies.,ylabel increases as xlabel increases. The rate of increase varies.,,Line 1 shows the highest ending ylabel value as xlabel value increases while line 4 shows the lowest ylabel value as xlabel increases.
1401.4609v1-Figure10-1.png,4,ylabel increases steadily with slight variation as xlabel increases.,ylabel increases steadily with slight variation as xlabel increases.,ylabel increases steadily with slight variation as xlabel increases.,ylabel increases steadily with slight variation as xlabel increases.,,"The rate of increases for lines 2, 3, 4 are the same for the second half of the graph."
1601.04094v1-Figure1-1.png,4,ylabel increases generally at a decreasing rate. There is a wave pattern on top of the overall trend of the line.,ylabel increases at a decreasing rate then plateaus to a value of _value_. The initial increase is sharp.,ylabel increases generally at a decreasing rate. There is a wave pattern on top of the overall trend of the line.,ylabel increases at a decreasing rate then plateaus to a value of _value_. The initial increase is sharp.,,"Line 4 plateaus before line 2. All four lines end up at the same point. Although line 1 and 3 have similar shapes, line 3 is always above line 1."
1406.3327v3-Figure16-1.png,3,ylabel increases at a decreasing rate.,ylabel increases at a decreasing rate.,ylabel increases at a decreasing rate.,,,Line 1 and 2 have very similar shapes and plateau to the same value. Line 3 has the fastest increase. It starts below the other lines and ends up plateauing above them.
1411.6622v1-Figure6.2-1.png,2,ylabel decreases at a decreasing rate,ylabel decreases at a decreasing rate,,,,Line 2 decreases faster than line 1.
1910.13194v1-Figure3-1.png,4,ylabel increases roughly at a constant rate,ylabel increases roughly at a constant rate,ylabel increases roughly at a constant rate,ylabel increases roughly at a constant rate,,Line 1 and 2 are overlapping. Line 4 is above all the other lines at all times.
1502.02106v2-Figure55-1.png,2,ylabel increases at a decreasing rate ,ylabel increases at a decreasing rate,,,,Line 2 is generally higher than line 1 and increases at a faster rate.
1502.02106v2-Figure55-1.png,2,ylabel increases at a decreasing rate starting from about _value_ to _value_,ylabel increases at a decreasing rate starting from about _value_ to _value_,,,,the ylabel on line 1 start at a lower point compared to line 2.
1502.02106v2-Figure55-1.png,2,ylabel increases at a decreasing rate,ylabel increases at a decreasing rate,,,,Both lines follow the same trend. Line 2 reaches a higher value.
1111.6677v1-Figure23-1.png,3,ylabel starts flat then increases at a constant rate.,ylabel makes a valley shape. Then shows roughly a linear increase. The line is not smooth.,the line forms a very wide concave up shape. It looks nearly flat.,,,Line 1 starts below all other lines and ends up above them all. Line 1 is the smoothest line and line 2 is the least smooth.
1111.6677v1-Figure23-1.png,3,The ylabel is steady at _value_ until _value_ on the xlabel. The line then increases continually to _value_ on the ylabel as the xlabel reaches to _value_.,"the line decreases from _value_ to _value_ as xlabel increases to about _value_. ylabel then increases in steps ie increasing then steady for a period and so on, up to _value_ as xlabel moves towards _value_.",the line remains fairly steady for a period at _value_ on ylabel until about _value_ on xlabel when it very gradually increases to reach _value_ as xlabel reaches _value_.,,,"All three lines have very different trends. While line 3 is steady around the middle of ylabel, line 1 increases consistently. Again, line 2 is unlike the other lines as it takes a large dip them increasing to not far below line 1."
